Booking_ID,arrival_month
INN07910,3.0
INN07911,4.0
INN07912,6.0
INN07913,8.0
INN07914,7.0
INN07915,3.0
INN07916,4.0
INN07917,7.0
INN07918,4.0
INN07919,9.0
INN07920,9.0
INN07921,11.0
INN07922,11.0
INN07923,4.0
INN07924,9.0
INN07925,8.0
INN07926,8.0
INN07927,9.0
INN07928,12.0
INN07929,5.0
INN07930,7.0
INN07931,2.0
INN07932,4.0
INN07933,4.0
INN07934,8.0
INN07935,6.0
INN07936,4.0
INN07937,5.0
INN07938,11.0
INN07939,4.0
INN07940,5.0
INN07941,3.0
INN07942,7.0
INN07943,10.0
INN07944,9.0
INN07945,5.0
INN07946,7.0
INN07947,6.0
INN07948,8.0
INN07949,10.0
INN07950,12.0
INN07951,1.0
INN07952,2.0
INN07953,3.0
INN07954,9.0
INN07955,7.0
INN07956,12.0
INN07957,2.0
INN07958,2.0
INN07959,6.0
INN07960,2.0
INN07961,4.0
INN07962,7.0
INN07963,5.0
INN07964,12.0
INN07965,5.0
INN07966,11.0
INN07967,11.0
INN07968,12.0
INN07969,4.0
INN07970,4.0
INN07971,4.0
INN07972,8.0
INN07973,11.0
INN07974,10.0
INN07975,8.0
INN07976,2.0
INN07977,11.0
INN07978,8.0
INN07979,3.0
INN07980,6.0
INN07981,5.0
INN07982,11.0
INN07983,12.0
INN07984,7.0
INN07985,9.0
INN07986,6.0
INN07987,7.0
INN07988,9.0
INN07989,12.0
INN07990,11.0
INN07991,9.0
INN07992,1.0
INN07993,3.0
INN07994,5.0
INN07995,7.0
INN07996,4.0
INN07997,11.0
INN07998,1.0
INN07999,2.0
INN08000,11.0
INN08001,
INN08002,6.0
INN08003,9.0
INN08004,7.0
INN08005,8.0
INN08006,6.0
INN08007,6.0
INN08008,8.0
INN08009,1.0
INN08010,2.0
INN08011,10.0
INN08012,1.0
INN08013,8.0
INN08014,6.0
INN08015,6.0
INN08016,1.0
INN08017,12.0
INN08018,12.0
INN08019,6.0
INN08020,10.0
INN08021,1.0
INN08022,3.0
INN08023,7.0
INN08024,9.0
INN08025,9.0
INN08026,11.0
INN08027,2.0
INN08028,7.0
INN08029,1.0
INN08030,7.0
INN08031,10.0
INN08032,6.0
INN08033,8.0
INN08034,6.0
INN08035,6.0
INN08036,3.0
INN08037,8.0
INN08038,3.0
INN08039,12.0
INN08040,11.0
INN08041,12.0
INN08042,8.0
INN08043,12.0
INN08044,1.0
INN08045,11.0
INN08046,6.0
INN08047,6.0
INN08048,5.0
INN08049,10.0
INN08050,5.0
INN08051,1.0
INN08052,1.0
INN08053,1.0
INN08054,11.0
INN08055,2.0
INN08056,8.0
INN08057,5.0
INN08058,10.0
INN08059,11.0
INN08060,5.0
INN08061,2.0
INN08062,6.0
INN08063,2.0
INN08064,6.0
INN08065,7.0
INN08066,5.0
INN08067,2.0
INN08068,1.0
INN08069,6.0
INN08070,3.0
INN08071,7.0
INN08072,2.0
INN08073,4.0
INN08074,11.0
INN08075,1.0
INN08076,9.0
INN08077,10.0
INN08078,2.0
INN08079,12.0
INN08080,7.0
INN08081,12.0
INN08082,1.0
INN08083,11.0
INN08084,9.0
INN08085,3.0
INN08086,4.0
INN08087,8.0
INN08088,1.0
INN08089,7.0
INN08090,10.0
INN08091,3.0
INN08092,12.0
INN08093,1.0
INN08094,8.0
INN08095,5.0
INN08096,1.0
INN08097,1.0
INN08098,8.0
INN08099,11.0
INN08100,10.0
INN08101,6.0
INN08102,4.0
INN08103,12.0
INN08104,2.0
INN08105,12.0
INN08106,12.0
INN08107,12.0
INN08108,9.0
INN08109,8.0
INN08110,9.0
INN08111,1.0
INN08112,8.0
INN08113,11.0
INN08114,10.0
INN08115,11.0
INN08116,1.0
INN08117,8.0
INN08118,7.0
INN08119,2.0
INN08120,2.0
INN08121,12.0
INN08122,10.0
INN08123,1.0
INN08124,2.0
INN08125,9.0
INN08126,11.0
INN08127,8.0
INN08128,10.0
INN08129,2.0
INN08130,1.0
INN08131,7.0
INN08132,5.0
INN08133,9.0
INN08134,11.0
INN08135,3.0
INN08136,1.0
INN08137,12.0
INN08138,7.0
INN08139,5.0
INN08140,2.0
INN08141,7.0
INN08142,6.0
INN08143,5.0
INN08144,11.0
INN08145,10.0
INN08146,12.0
INN08147,11.0
INN08148,2.0
INN08149,12.0
INN08150,3.0
INN08151,4.0
INN08152,8.0
INN08153,2.0
INN08154,10.0
INN08155,9.0
INN08156,8.0
INN08157,9.0
INN08158,12.0
INN08159,11.0
INN08160,5.0
INN08161,4.0
INN08162,9.0
INN08163,3.0
INN08164,1.0
INN08165,2.0
INN08166,3.0
INN08167,5.0
INN08168,10.0
INN08169,8.0
INN08170,3.0
INN08171,10.0
INN08172,4.0
INN08173,4.0
INN08174,10.0
INN08175,3.0
INN08176,5.0
INN08177,9.0
INN08178,1.0
INN08179,3.0
INN08180,2.0
INN08181,10.0
INN08182,10.0
INN08183,12.0
INN08184,1.0
INN08185,5.0
INN08186,5.0
INN08187,6.0
INN08188,8.0
INN08189,11.0
INN08190,7.0
INN08191,3.0
INN08192,3.0
INN08193,1.0
INN08194,1.0
INN08195,10.0
INN08196,2.0
INN08197,10.0
INN08198,10.0
INN08199,10.0
INN08200,6.0
INN08201,12.0
INN08202,6.0
INN08203,7.0
INN08204,6.0
INN08205,2.0
INN08206,11.0
INN08207,1.0
INN08208,6.0
INN08209,5.0
INN08210,5.0
INN08211,1.0
INN08212,11.0
INN08213,1.0
INN08214,3.0
INN08215,10.0
INN08216,4.0
INN08217,8.0
INN08218,12.0
INN08219,6.0
INN08220,12.0
INN08221,12.0
INN08222,12.0
INN08223,3.0
INN08224,3.0
INN08225,8.0
INN08226,6.0
INN08227,3.0
INN08228,11.0
INN08229,4.0
INN08230,12.0
INN08231,7.0
INN08232,9.0
INN08233,1.0
INN08234,9.0
INN08235,1.0
INN08236,4.0
INN08237,9.0
INN08238,9.0
INN08239,2.0
INN08240,2.0
INN08241,9.0
INN08242,4.0
INN08243,1.0
INN08244,1.0
INN08245,1.0
INN08246,10.0
INN08247,12.0
INN08248,9.0
INN08249,3.0
INN08250,12.0
INN08251,12.0
INN08252,3.0
INN08253,4.0
INN08254,7.0
INN08255,8.0
INN08256,2.0
INN08257,10.0
INN08258,3.0
INN08259,11.0
INN08260,5.0
INN08261,12.0
INN08262,3.0
INN08263,7.0
INN08264,1.0
INN08265,7.0
INN08266,11.0
INN08267,6.0
INN08268,4.0
INN08269,8.0
INN08270,8.0
INN08271,6.0
INN08272,8.0
INN08273,1.0
INN08274,3.0
INN08275,1.0
INN08276,3.0
INN08277,11.0
INN08278,2.0
INN08279,12.0
INN08280,3.0
INN08281,12.0
INN08282,7.0
INN08283,12.0
INN08284,4.0
INN08285,10.0
INN08286,8.0
INN08287,5.0
INN08288,6.0
INN08289,7.0
INN08290,7.0
INN08291,10.0
INN08292,4.0
INN08293,5.0
INN08294,1.0
INN08295,1.0
INN08296,10.0
INN08297,1.0
INN08298,5.0
INN08299,12.0
INN08300,10.0
INN08301,11.0
INN08302,5.0
INN08303,9.0
INN08304,1.0
INN08305,5.0
INN08306,10.0
INN08307,10.0
INN08308,8.0
INN08309,2.0
INN08310,3.0
INN08311,2.0
INN08312,11.0
INN08313,3.0
INN08314,1.0
INN08315,7.0
INN08316,3.0
INN08317,9.0
INN08318,1.0
INN08319,6.0
INN08320,8.0
INN08321,12.0
INN08322,11.0
INN08323,12.0
INN08324,3.0
INN08325,7.0
INN08326,11.0
INN08327,1.0
INN08328,6.0
INN08329,9.0
INN08330,2.0
INN08331,8.0
INN08332,12.0
INN08333,2.0
INN08334,10.0
INN08335,6.0
INN08336,12.0
INN08337,10.0
INN08338,6.0
INN08339,4.0
INN08340,5.0
INN08341,6.0
INN08342,9.0
INN08343,2.0
INN08344,3.0
INN08345,9.0
INN08346,11.0
INN08347,11.0
INN08348,1.0
INN08349,1.0
INN08350,9.0
INN08351,12.0
INN08352,9.0
INN08353,3.0
INN08354,10.0
INN08355,9.0
INN08356,10.0
INN08357,10.0
INN08358,2.0
INN08359,4.0
INN08360,4.0
INN08361,1.0
INN08362,12.0
INN08363,3.0
INN08364,9.0
INN08365,1.0
INN08366,8.0
INN08367,4.0
INN08368,8.0
INN08369,11.0
INN08370,11.0
INN08371,7.0
INN08372,1.0
INN08373,1.0
INN08374,6.0
INN08375,9.0
INN08376,7.0
INN08377,2.0
INN08378,5.0
INN08379,12.0
INN08380,8.0
INN08381,4.0
INN08382,10.0
INN08383,5.0
INN08384,12.0
INN08385,6.0
INN08386,11.0
INN08387,3.0
INN08388,1.0
INN08389,5.0
INN08390,2.0
INN08391,4.0
INN08392,3.0
INN08393,1.0
INN08394,1.0
INN08395,9.0
INN08396,12.0
INN08397,12.0
INN08398,2.0
INN08399,6.0
INN08400,12.0
INN08401,11.0
INN08402,9.0
INN08403,12.0
INN08404,6.0
INN08405,10.0
INN08406,4.0
INN08407,6.0
INN08408,6.0
INN08409,10.0
INN08410,2.0
INN08411,3.0
INN08412,9.0
INN08413,1.0
INN08414,4.0
INN08415,1.0
INN08416,1.0
INN08417,9.0
INN08418,1.0
INN08419,12.0
INN08420,12.0
INN08421,9.0
INN08422,12.0
INN08423,6.0
INN08424,3.0
INN08425,1.0
INN08426,8.0
INN08427,1.0
INN08428,9.0
INN08429,1.0
INN08430,9.0
INN08431,5.0
INN08432,4.0
INN08433,10.0
INN08434,5.0
INN08435,10.0
INN08436,12.0
INN08437,10.0
INN08438,7.0
INN08439,6.0
INN08440,3.0
INN08441,11.0
INN08442,4.0
INN08443,12.0
INN08444,12.0
INN08445,11.0
INN08446,11.0
INN08447,6.0
INN08448,2.0
INN08449,8.0
INN08450,11.0
INN08451,6.0
INN08452,2.0
INN08453,3.0
INN08454,8.0
INN08455,7.0
INN08456,3.0
INN08457,1.0
INN08458,6.0
INN08459,10.0
INN08460,2.0
INN08461,2.0
INN08462,1.0
INN08463,6.0
INN08464,10.0
INN08465,9.0
INN08466,5.0
INN08467,3.0
INN08468,1.0
INN08469,2.0
INN08470,5.0
INN08471,8.0
INN08472,4.0
INN08473,1.0
INN08474,10.0
INN08475,9.0
INN08476,1.0
INN08477,1.0
INN08478,6.0
INN08479,3.0
INN08480,6.0
INN08481,8.0
INN08482,7.0
INN08483,4.0
INN08484,10.0
INN08485,11.0
INN08486,10.0
INN08487,12.0
INN08488,12.0
INN08489,8.0
INN08490,6.0
INN08491,11.0
INN08492,10.0
INN08493,8.0
INN08494,8.0
INN08495,10.0
INN08496,8.0
INN08497,7.0
INN08498,9.0
INN08499,5.0
INN08500,5.0
INN08501,2.0
INN08502,2.0
INN08503,12.0
INN08504,4.0
INN08505,11.0
INN08506,11.0
INN08507,9.0
INN08508,1.0
INN08509,8.0
INN08510,7.0
INN08511,9.0
INN08512,1.0
INN08513,1.0
INN08514,6.0
INN08515,6.0
INN08516,11.0
INN08517,11.0
INN08518,6.0
INN08519,10.0
INN08520,5.0
INN08521,4.0
INN08522,11.0
INN08523,12.0
INN08524,1.0
INN08525,3.0
INN08526,11.0
INN08527,11.0
INN08528,11.0
INN08529,11.0
INN08530,8.0
INN08531,7.0
INN08532,5.0
INN08533,4.0
INN08534,11.0
INN08535,12.0
INN08536,3.0
INN08537,11.0
INN08538,10.0
INN08539,10.0
INN08540,9.0
INN08541,10.0
INN08542,9.0
INN08543,9.0
INN08544,11.0
INN08545,8.0
INN08546,9.0
INN08547,9.0
INN08548,12.0
INN08549,4.0
INN08550,3.0
INN08551,4.0
INN08552,9.0
INN08553,9.0
INN08554,1.0
INN08555,12.0
INN08556,1.0
INN08557,4.0
INN08558,12.0
INN08559,10.0
INN08560,6.0
INN08561,3.0
INN08562,10.0
INN08563,8.0
INN08564,12.0
INN08565,9.0
INN08566,12.0
INN08567,9.0
INN08568,5.0
INN08569,4.0
INN08570,5.0
INN08571,1.0
INN08572,7.0
INN08573,8.0
INN08574,4.0
INN08575,9.0
INN08576,2.0
INN08577,12.0
INN08578,11.0
INN08579,10.0
INN08580,2.0
INN08581,12.0
INN08582,6.0
INN08583,6.0
INN08584,8.0
INN08585,10.0
INN08586,4.0
INN08587,9.0
INN08588,8.0
INN08589,6.0
INN08590,3.0
INN08591,5.0
INN08592,6.0
INN08593,4.0
INN08594,9.0
INN08595,9.0
INN08596,9.0
INN08597,2.0
INN08598,12.0
INN08599,1.0
INN08600,7.0
INN08601,6.0
INN08602,9.0
INN08603,3.0
INN08604,8.0
INN08605,3.0
INN08606,4.0
INN08607,5.0
INN08608,11.0
INN08609,2.0
INN08610,6.0
INN08611,2.0
INN08612,4.0
INN08613,12.0
INN08614,12.0
INN08615,9.0
INN08616,2.0
INN08617,7.0
INN08618,9.0
INN08619,11.0
INN08620,9.0
INN08621,4.0
INN08622,7.0
INN08623,12.0
INN08624,12.0
INN08625,9.0
INN08626,10.0
INN08627,12.0
INN08628,1.0
INN08629,10.0
INN08630,8.0
INN08631,1.0
INN08632,9.0
INN08633,12.0
INN08634,4.0
INN08635,3.0
INN08636,3.0
INN08637,2.0
INN08638,8.0
INN08639,7.0
INN08640,12.0
INN08641,10.0
INN08642,2.0
INN08643,3.0
INN08644,10.0
INN08645,12.0
INN08646,10.0
INN08647,6.0
INN08648,9.0
INN08649,1.0
INN08650,3.0
INN08651,6.0
INN08652,12.0
INN08653,3.0
INN08654,9.0
INN08655,5.0
INN08656,12.0
INN08657,1.0
INN08658,4.0
INN08659,4.0
INN08660,12.0
INN08661,10.0
INN08662,12.0
INN08663,3.0
INN08664,9.0
INN08665,5.0
INN08666,2.0
INN08667,2.0
INN08668,6.0
INN08669,2.0
INN08670,12.0
INN08671,6.0
INN08672,10.0
INN08673,2.0
INN08674,11.0
INN08675,8.0
INN08676,4.0
INN08677,11.0
INN08678,11.0
INN08679,12.0
INN08680,9.0
INN08681,11.0
INN08682,12.0
INN08683,6.0
INN08684,2.0
INN08685,12.0
INN08686,2.0
INN08687,11.0
INN08688,11.0
INN08689,12.0
INN08690,12.0
INN08691,3.0
INN08692,10.0
INN08693,2.0
INN08694,11.0
INN08695,12.0
INN08696,5.0
INN08697,12.0
INN08698,7.0
INN08699,9.0
INN08700,2.0
INN08701,11.0
INN08702,7.0
INN08703,12.0
INN08704,11.0
INN08705,10.0
INN08706,7.0
INN08707,10.0
INN08708,10.0
INN08709,4.0
INN08710,8.0
INN08711,10.0
INN08712,11.0
INN08713,1.0
INN08714,10.0
INN08715,3.0
INN08716,1.0
INN08717,5.0
INN08718,10.0
INN08719,11.0
INN08720,10.0
INN08721,12.0
INN08722,5.0
INN08723,4.0
INN08724,5.0
INN08725,3.0
INN08726,8.0
INN08727,11.0
INN08728,8.0
INN08729,11.0
INN08730,12.0
INN08731,1.0
INN08732,5.0
INN08733,5.0
INN08734,12.0
INN08735,12.0
INN08736,8.0
INN08737,2.0
INN08738,4.0
INN08739,4.0
INN08740,12.0
INN08741,1.0
INN08742,12.0
INN08743,11.0
INN08744,11.0
INN08745,12.0
INN08746,5.0
INN08747,12.0
INN08748,8.0
INN08749,2.0
INN08750,12.0
INN08751,3.0
INN08752,12.0
INN08753,6.0
INN08754,7.0
INN08755,2.0
INN08756,12.0
INN08757,2.0
INN08758,7.0
INN08759,4.0
INN08760,8.0
INN08761,12.0
INN08762,11.0
INN08763,3.0
INN08764,7.0
INN08765,7.0
INN08766,9.0
INN08767,5.0
INN08768,11.0
INN08769,6.0
INN08770,2.0
INN08771,10.0
INN08772,2.0
INN08773,1.0
INN08774,2.0
INN08775,5.0
INN08776,7.0
INN08777,3.0
INN08778,5.0
INN08779,3.0
INN08780,6.0
INN08781,8.0
INN08782,7.0
INN08783,9.0
INN08784,5.0
INN08785,7.0
INN08786,5.0
INN08787,3.0
INN08788,4.0
INN08789,7.0
INN08790,11.0
INN08791,9.0
INN08792,9.0
INN08793,8.0
INN08794,6.0
INN08795,5.0
INN08796,9.0
INN08797,12.0
INN08798,12.0
INN08799,12.0
INN08800,10.0
INN08801,3.0
INN08802,7.0
INN08803,1.0
INN08804,3.0
INN08805,11.0
INN08806,12.0
INN08807,2.0
INN08808,6.0
INN08809,1.0
INN08810,8.0
INN08811,1.0
INN08812,10.0
INN08813,10.0
INN08814,1.0
INN08815,9.0
INN08816,7.0
INN08817,7.0
INN08818,12.0
INN08819,11.0
INN08820,2.0
INN08821,10.0
INN08822,7.0
INN08823,7.0
INN08824,4.0
INN08825,12.0
INN08826,7.0
INN08827,4.0
INN08828,12.0
INN08829,10.0
INN08830,9.0
INN08831,5.0
INN08832,1.0
INN08833,11.0
INN08834,9.0
INN08835,8.0
INN08836,8.0
INN08837,6.0
INN08838,6.0
INN08839,2.0
INN08840,2.0
INN08841,2.0
INN08842,8.0
INN08843,11.0
INN08844,1.0
INN08845,12.0
INN08846,10.0
INN08847,6.0
INN08848,11.0
INN08849,6.0
INN08850,2.0
INN08851,11.0
INN08852,11.0
INN08853,4.0
INN08854,12.0
INN08855,2.0
INN08856,12.0
INN08857,12.0
INN08858,10.0
INN08859,1.0
INN08860,10.0
INN08861,9.0
INN08862,12.0
INN08863,6.0
INN08864,1.0
INN08865,7.0
INN08866,10.0
INN08867,9.0
INN08868,3.0
INN08869,6.0
INN08870,4.0
INN08871,4.0
INN08872,12.0
INN08873,10.0
INN08874,7.0
INN08875,7.0
INN08876,6.0
INN08877,1.0
INN08878,12.0
INN08879,5.0
INN08880,1.0
INN08881,1.0
INN08882,3.0
INN08883,3.0
INN08884,4.0
INN08885,8.0
INN08886,5.0
INN08887,11.0
INN08888,6.0
INN08889,3.0
INN08890,4.0
INN08891,10.0
INN08892,6.0
INN08893,9.0
INN08894,9.0
INN08895,2.0
INN08896,2.0
INN08897,5.0
INN08898,4.0
INN08899,4.0
INN08900,2.0
INN08901,3.0
INN08902,9.0
INN08903,5.0
INN08904,9.0
INN08905,12.0
INN08906,3.0
INN08907,7.0
INN08908,12.0
INN08909,7.0
INN08910,3.0
INN08911,1.0
INN08912,12.0
INN08913,3.0
INN08914,10.0
INN08915,6.0
INN08916,3.0
INN08917,2.0
INN08918,2.0
INN08919,12.0
INN08920,9.0
INN08921,12.0
INN08922,9.0
INN08923,12.0
INN08924,12.0
INN08925,12.0
INN08926,7.0
INN08927,9.0
INN08928,8.0
INN08929,6.0
INN08930,2.0
INN08931,6.0
INN08932,2.0
INN08933,11.0
INN08934,6.0
INN08935,2.0
INN08936,7.0
INN08937,7.0
INN08938,2.0
INN08939,5.0
INN08940,3.0
INN08941,3.0
INN08942,8.0
INN08943,12.0
INN08944,7.0
INN08945,11.0
INN08946,5.0
INN08947,6.0
INN08948,1.0
INN08949,12.0
INN08950,11.0
INN08951,3.0
INN08952,4.0
INN08953,9.0
INN08954,10.0
INN08955,2.0
INN08956,8.0
INN08957,1.0
INN08958,2.0
INN08959,10.0
INN08960,4.0
INN08961,5.0
INN08962,3.0
INN08963,3.0
INN08964,12.0
INN08965,3.0
INN08966,8.0
INN08967,4.0
INN08968,12.0
INN08969,6.0
INN08970,9.0
INN08971,11.0
INN08972,7.0
INN08973,5.0
INN08974,1.0
INN08975,7.0
INN08976,1.0
INN08977,6.0
INN08978,12.0
INN08979,11.0
INN08980,10.0
INN08981,7.0
INN08982,4.0
INN08983,10.0
INN08984,10.0
INN08985,4.0
INN08986,11.0
INN08987,6.0
INN08988,12.0
INN08989,12.0
INN08990,
INN08991,1.0
INN08992,7.0
INN08993,3.0
INN08994,11.0
INN08995,12.0
INN08996,3.0
INN08997,5.0
INN08998,2.0
INN08999,10.0
INN09000,4.0
INN09001,3.0
INN09002,10.0
INN09003,3.0
INN09004,11.0
INN09005,2.0
INN09006,5.0
INN09007,3.0
INN09008,6.0
INN09009,12.0
INN09010,2.0
INN09011,10.0
INN09012,11.0
INN09013,1.0
INN09014,2.0
INN09015,12.0
INN09016,9.0
INN09017,2.0
INN09018,9.0
INN09019,12.0
INN09020,5.0
INN09021,6.0
INN09022,7.0
INN09023,6.0
INN09024,11.0
INN09025,11.0
INN09026,2.0
INN09027,11.0
INN09028,11.0
INN09029,8.0
INN09030,11.0
INN09031,9.0
INN09032,4.0
INN09033,11.0
INN09034,8.0
INN09035,6.0
INN09036,8.0
INN09037,4.0
INN09038,4.0
INN09039,11.0
INN09040,2.0
INN09041,2.0
INN09042,2.0
INN09043,10.0
INN09044,5.0
INN09045,4.0
INN09046,10.0
INN09047,8.0
INN09048,11.0
INN09049,2.0
INN09050,5.0
INN09051,4.0
INN09052,6.0
INN09053,11.0
INN09054,1.0
INN09055,4.0
INN09056,10.0
INN09057,12.0
INN09058,11.0
INN09059,10.0
INN09060,5.0
INN09061,3.0
INN09062,8.0
INN09063,10.0
INN09064,3.0
INN09065,11.0
INN09066,12.0
INN09067,12.0
INN09068,12.0
INN09069,2.0
INN09070,8.0
INN09071,8.0
INN09072,6.0
INN09073,12.0
INN09074,11.0
INN09075,6.0
INN09076,2.0
INN09077,11.0
INN09078,8.0
INN09079,2.0
INN09080,1.0
INN09081,8.0
INN09082,1.0
INN09083,11.0
INN09084,10.0
INN09085,4.0
INN09086,6.0
INN09087,10.0
INN09088,7.0
INN09089,1.0
INN09090,8.0
INN09091,11.0
INN09092,1.0
INN09093,5.0
INN09094,12.0
INN09095,1.0
INN09096,5.0
INN09097,12.0
INN09098,5.0
INN09099,8.0
INN09100,5.0
INN09101,11.0
INN09102,10.0
INN09103,3.0
INN09104,4.0
INN09105,10.0
INN09106,12.0
INN09107,5.0
INN09108,2.0
INN09109,7.0
INN09110,12.0
INN09111,2.0
INN09112,12.0
INN09113,10.0
INN09114,12.0
INN09115,8.0
INN09116,12.0
INN09117,5.0
INN09118,3.0
INN09119,11.0
INN09120,9.0
INN09121,10.0
INN09122,3.0
INN09123,8.0
INN09124,5.0
INN09125,3.0
INN09126,12.0
INN09127,11.0
INN09128,8.0
INN09129,8.0
INN09130,5.0
INN09131,8.0
INN09132,4.0
INN09133,5.0
INN09134,4.0
INN09135,7.0
INN09136,7.0
INN09137,3.0
INN09138,4.0
INN09139,8.0
INN09140,6.0
INN09141,7.0
INN09142,5.0
INN09143,12.0
INN09144,4.0
INN09145,5.0
INN09146,12.0
INN09147,6.0
INN09148,6.0
INN09149,9.0
INN09150,7.0
INN09151,1.0
INN09152,7.0
INN09153,2.0
INN09154,
INN09155,3.0
INN09156,12.0
INN09157,3.0
INN09158,2.0
INN09159,2.0
INN09160,3.0
INN09161,10.0
INN09162,11.0
INN09163,11.0
INN09164,6.0
INN09165,9.0
INN09166,5.0
INN09167,8.0
INN09168,10.0
INN09169,11.0
INN09170,2.0
INN09171,2.0
INN09172,4.0
INN09173,10.0
INN09174,12.0
INN09175,9.0
INN09176,8.0
INN09177,1.0
INN09178,1.0
INN09179,1.0
INN09180,1.0
INN09181,1.0
INN09182,9.0
INN09183,9.0
INN09184,12.0
INN09185,5.0
INN09186,11.0
INN09187,6.0
INN09188,4.0
INN09189,1.0
INN09190,9.0
INN09191,6.0
INN09192,11.0
INN09193,10.0
INN09194,11.0
INN09195,12.0
INN09196,11.0
INN09197,11.0
INN09198,11.0
INN09199,9.0
INN09200,1.0
INN09201,10.0
INN09202,8.0
INN09203,2.0
INN09204,10.0
INN09205,9.0
INN09206,12.0
INN09207,2.0
INN09208,12.0
INN09209,8.0
INN09210,8.0
INN09211,7.0
INN09212,10.0
INN09213,11.0
INN09214,8.0
INN09215,5.0
INN09216,12.0
INN09217,5.0
INN09218,1.0
INN09219,12.0
INN09220,1.0
INN09221,12.0
INN09222,4.0
INN09223,9.0
INN09224,12.0
INN09225,11.0
INN09226,10.0
INN09227,4.0
INN09228,5.0
INN09229,7.0
INN09230,12.0
INN09231,10.0
INN09232,2.0
INN09233,12.0
INN09234,1.0
INN09235,1.0
INN09236,12.0
INN09237,12.0
INN09238,12.0
INN09239,7.0
INN09240,9.0
INN09241,11.0
INN09242,3.0
INN09243,12.0
INN09244,7.0
INN09245,4.0
INN09246,
INN09247,1.0
INN09248,8.0
INN09249,1.0
INN09250,1.0
INN09251,1.0
INN09252,10.0
INN09253,11.0
INN09254,12.0
INN09255,4.0
INN09256,10.0
INN09257,10.0
INN09258,6.0
INN09259,1.0
INN09260,10.0
INN09261,9.0
INN09262,7.0
INN09263,9.0
INN09264,8.0
INN09265,11.0
INN09266,5.0
INN09267,9.0
INN09268,10.0
INN09269,8.0
INN09270,1.0
INN09271,9.0
INN09272,3.0
INN09273,5.0
INN09274,9.0
INN09275,10.0
INN09276,12.0
INN09277,1.0
INN09278,4.0
INN09279,3.0
INN09280,12.0
INN09281,3.0
INN09282,12.0
INN09283,10.0
INN09284,1.0
INN09285,3.0
INN09286,11.0
INN09287,5.0
INN09288,7.0
INN09289,4.0
INN09290,9.0
INN09291,6.0
INN09292,12.0
INN09293,7.0
INN09294,10.0
INN09295,11.0
INN09296,7.0
INN09297,8.0
INN09298,7.0
INN09299,2.0
INN09300,9.0
INN09301,6.0
INN09302,8.0
INN09303,11.0
INN09304,6.0
INN09305,10.0
INN09306,5.0
INN09307,9.0
INN09308,4.0
INN09309,8.0
INN09310,11.0
INN09311,11.0
INN09312,10.0
INN09313,10.0
INN09314,5.0
INN09315,12.0
INN09316,8.0
INN09317,9.0
INN09318,12.0
INN09319,5.0
INN09320,12.0
INN09321,1.0
INN09322,12.0
INN09323,3.0
INN09324,9.0
INN09325,1.0
INN09326,4.0
INN09327,11.0
INN09328,9.0
INN09329,12.0
INN09330,5.0
INN09331,3.0
INN09332,12.0
INN09333,10.0
INN09334,6.0
INN09335,10.0
INN09336,3.0
INN09337,2.0
INN09338,1.0
INN09339,2.0
INN09340,5.0
INN09341,3.0
INN09342,2.0
INN09343,9.0
INN09344,8.0
INN09345,12.0
INN09346,1.0
INN09347,12.0
INN09348,6.0
INN09349,12.0
INN09350,6.0
INN09351,1.0
INN09352,12.0
INN09353,9.0
INN09354,9.0
INN09355,12.0
INN09356,9.0
INN09357,11.0
INN09358,12.0
INN09359,2.0
INN09360,5.0
INN09361,3.0
INN09362,10.0
INN09363,1.0
INN09364,10.0
INN09365,5.0
INN09366,4.0
INN09367,2.0
INN09368,4.0
INN09369,10.0
INN09370,10.0
INN09371,4.0
INN09372,11.0
INN09373,10.0
INN09374,3.0
INN09375,8.0
INN09376,5.0
INN09377,1.0
INN09378,7.0
INN09379,1.0
INN09380,1.0
INN09381,8.0
INN09382,2.0
INN09383,12.0
INN09384,1.0
INN09385,4.0
INN09386,8.0
INN09387,4.0
INN09388,12.0
INN09389,7.0
INN09390,8.0
INN09391,1.0
INN09392,5.0
INN09393,9.0
INN09394,12.0
INN09395,8.0
INN09396,3.0
INN09397,6.0
INN09398,11.0
INN09399,7.0
INN09400,4.0
INN09401,10.0
INN09402,6.0
INN09403,4.0
INN09404,8.0
INN09405,12.0
INN09406,12.0
INN09407,5.0
INN09408,7.0
INN09409,10.0
INN09410,3.0
INN09411,4.0
INN09412,3.0
INN09413,10.0
INN09414,12.0
INN09415,1.0
INN09416,5.0
INN09417,11.0
INN09418,4.0
INN09419,12.0
INN09420,12.0
INN09421,8.0
INN09422,9.0
INN09423,2.0
INN09424,8.0
INN09425,2.0
INN09426,1.0
INN09427,4.0
INN09428,6.0
INN09429,11.0
INN09430,1.0
INN09431,11.0
INN09432,1.0
INN09433,7.0
INN09434,11.0
INN09435,3.0
INN09436,9.0
INN09437,5.0
INN09438,8.0
INN09439,1.0
INN09440,9.0
INN09441,10.0
INN09442,6.0
INN09443,9.0
INN09444,11.0
INN09445,9.0
INN09446,10.0
INN09447,8.0
INN09448,6.0
INN09449,5.0
INN09450,12.0
INN09451,3.0
INN09452,10.0
INN09453,5.0
INN09454,7.0
INN09455,2.0
INN09456,6.0
INN09457,8.0
INN09458,8.0
INN09459,2.0
INN09460,12.0
INN09461,2.0
INN09462,1.0
INN09463,6.0
INN09464,12.0
